891	10	1	'шт.'	1
864	10	9	'шт.'	2
815	10	2	'шт.'	3
863	10	1	'шт.'	4
892	10	15	'шт.'	5
893	10	2	'шт.'	6
866	10	1	'шт.'	7
894	10	1	'шт.'	8
895	10	1	'шт.'	9
896	10	3	'шт.'	10
897	10	1	'шт.'	11
898	10	1	'шт.'	12
899	10	1	'шт.'	13
900	10	6	'шт.'	14
901	10	6	'шт.'	15
902	10	1	'шт.'	16
867	10	1	'шт.'	17
903	10	1	'шт.'	18
904	10	1	'шт.'	19
905	10	1	'шт.'	20
906	10	3	'шт.'	21
907	10	1	'шт.'	22
908	10	1	'шт.'	23
909	10	7	'шт.'	24
910	10	1	'шт.'	25
911	10	2	'шт.'	26
876	10	1	'шт.'	27
912	10	4	'шт.'	28
913	10	3	'шт.'	29
914	10	1	'шт.'	30
915	10	1	'шт.'	31
916	10	1	'шт.'	32
917	10	6	'шт.'	33
889	10	3	'шт.'	34
918	10	1	'шт.'	35
919	10	2	'шт.'	36
767	10	2	'шт.'	37
920	10	1	'шт.'	38
921	10	1	'шт.'	39
922	10	1	'шт.'	40
765	10	1	'шт.'	41
923	10	1	'шт.'	42
924	10	1	'шт.'	43
925	10	1	'шт.'	44
926	10	1	'шт.'	45
927	10	5	'шт.'	46
859	10	4	'шт.'	47
928	10	2	'шт.'	48
