864	9	34	'шт.'	1
867	9	2	'шт.'	2
931	9	2	'шт.'	3
952	9	11	'шт.'	4
953	9	6	'шт.'	5
954	9	20	'шт.'	6
955	9	2	'шт.'	7
956	9	5	'шт.'	8
957	9	2	'шт.'	9
958	9	2	'шт.'	10
959	9	7	'шт.'	11
960	9	2	'шт.'	12
961	9	1	'шт.'	13
962	9	2	'шт.'	14
963	9	1	'шт.'	15
964	9	1	'шт.'	16
965	9	2	'шт.'	17
966	9	2	'шт.'	18
907	9	2	'шт.'	19
967	9	2	'шт.'	20
903	9	1	'шт.'	21
874	9	1	'шт.'	22
968	9	1	'шт.'	23
936	9	2	'шт.'	24
969	9	2	'шт.'	25
970	9	1	'шт.'	26
971	9	4	'шт.'	27
972	9	1	'шт.'	28
973	9	4	'шт.'	29
974	9	8	'шт.'	30
975	9	6	'шт.'	31
976	9	2	'шт.'	32
977	9	2	'шт.'	33
978	9	2	'шт.'	34
979	9	2	'шт.'	35
878	9	18	'шт.'	36
980	9	28	'шт.'	37
981	9	4	'шт.'	38
982	9	4	'шт.'	39
983	9	2	'шт.'	40
912	9	6	'шт.'	41
911	9	9	'шт.'	42
984	9	2	'шт.'	43
985	9	4	'шт.'	44
986	9	2	'шт.'	45
987	9	2	'шт.'	46
988	9	2	'шт.'	47
989	9	8	'шт.'	48
990	9	4	'шт.'	49
991	9	1	'шт.'	50
992	9	1	'шт.'	51
986	9	1	'шт.'	52
993	9	3	'шт.'	53
889	9	2	'шт.'	54
910	9	1	'шт.'	55
877	9	3	'шт.'	56
994	9	2	'шт.'	57
995	9	4	'шт.'	58
996	9	2	'шт.'	59
886	9	1	'шт.'	60
887	9	1	'шт.'	61
997	9	1	'шт.'	62
998	9	1	'шт.'	63
999	9	6	'шт.'	65
830	9	2	'шт.'	66
1000	9	1	'шт.'	67
924	9	1	'шт.'	68
858	9	19	'шт.'	69
859	9	16	'шт.'	70
1001	9	1	'шт.'	71
1002	9	2	'шт.'	72
