'GRM155R61E105K (0402 X5R 1 мкФ ±10% 25 В)'	2	1	'конденсатор'
'GRM219R61C226K (0805 X5R 22 мкФ ±10% 16 В)'	2	1	'конденсатор'
'GRM188R61C106M (0603 X7R 10 мкФ ±20% 16 В)'	2	1	'конденсатор'
'GRM1555C2A5R0CA01 (0402 C0G 5 пФ ±0,25 пФ 100 В)'	2	1	'конденсатор'
'GRM155R71E103K (0402 X7R 0,01 мкФ ±10% 25 В)'	2	1	'конденсатор'
'GRM155R61A474K (0402 X5R 0,47 мкФ ±10% 10 В)'	2	1	'конденсатор'
'GRM155R71C473K (0402 X7R 0,047 мкФ ±10% 16 В)'	2	1	'конденсатор'
'GRM188R61C475K (0603 X5R 4,7 мкФ ±10% 16 В)'	2	1	'конденсатор'
'GRM155R61E225M (0402 X5R 2,2 мкФ ±20% 25 В)'	2	1	'конденсатор'
'10TPE330M (330 мкФ ±20% 10 В)'	2	1	'конденсатор'
'ADG849YKSZ'	24	1	'микросхема'
'ADN2850BCPZ25'	24	1	'микросхема'
'ADN2850BCPZ250'	24	1	'микросхема'
'AD8211YRJZ-R2'	24	1	'микросхема'
'ADN2830ACPZ32'	24	1	'микросхема'
'MAX1978ETM+'	24	1	'микросхема'
'TPS62085RLT'	24	1	'микросхема'
'MCP9804-E/MS'	24	1	'микросхема'
'GXO3232L/E 16 MHz'	6	1	'кварц'
'LQH32PN3R3NNC  (1210 3,3 мкГн 1,9 A)'	2	1	'индуктивность'
'XFL4015-471ME (0,47 мкГн ±20% 6,6 А)'	2	1	'индуктивность'
'RC0402JR-073K9L (0402 3,9 кОм ±5% 50 В)'	2	1	'резистор'
'RC0402JR-072KL (0402 2 кОм ±5% 50 В)'	2	1	'резистор'
'RC0402JR-0718RL (0402 18 Ом ±5% 50 В)'	2	1	'резистор'
'RC0402JR-07510RL (0402 510 Ом ±5% 50 В)'	2	1	'резистор'
'RC1206JR-070RL (1206 0 Ом ±5% 200 В)'	2	1	'резистор'
'WSL1206R5000FEA (1206 0,5 Ом ±1 %)'	2	1	'резистор'
'RC0402JR-073KL (0402 3 кОм ±5% 50 В)'	2	1	'резистор'
'RC0402JR-0710KL (0402 10 кОм ±5% 50 В)'	2	1	'резистор'
'WSL1206R1500FEA (1206 150 мОм ±1%)'	2	1	'резистор'
'RC0603JR-07330RL (0603 330 Ом ±5% 50 В)'	2	1	'резистор'
'RC0603JR-0713RL (0603 13 Ом ±5% 50 В)'	2	1	'резистор'
'RC0402JR-0768KL (0402 68 кОм ±5% 50 В)'	2	1	'резистор'
'RC0402JR-0720KL (0402 20 кОм ±5% 50 В)'	2	1	'резистор'
'RC0402JR-071ML (0402 1 МОм ±5% 50 В)'	2	1	'резистор'
'RC0402JR-0782KL (0402 82 кОм ±5% 50 В)'	2	1	'резистор'
'RC0603JR-07820RL (0603 820 Ом ±5% 50 В)'	2	1	'резистор'
'RC0603JR-070RL (0603 0 Ом ±5% 50 В)'	2	1	'резистор'
'RC0402JR-07150KL (0402 150 кОм ±5% 50 В)'	2	1	'резистор'
'RC0603JR-07150KL (0603 150 кОм ±5% 50 В)'	2	1	'резистор'
'RC0603JR-07430KL (0603 430 кОм ±5% 50 В)'	2	1	'резистор'
'RC0603JR-07160RL (0603 160 Ом ±5% 50 В)'	2	1	'резистор'
'RC0402JR-074K7L (0402 4,7 кОм ±5% 50 В)'	2	1	'резистор'
'QTLP600C4TR'	2	1	'диод'
'PTD0075A'	2	1	'диод'
'TLMO1000-GS08'	2	1	'светодиод'
'SK32A'	2	1	'диод'
'MMBT3904-7-F'	6	1	'транзистор'
'DBPC103A056-130'	16	2	'разъем'
'PLS2-4'	4	2	'разъем'
'RC0603JR-071MRL (0603 1Mom+_5%)'	2	1	'резистор'
