'GRM219R61E106K (0805 X5R 10 мкФ ±10% 25 В)'	2	1	'конденсатор'
'NFM18CC223R1C3 (0603 0,022 мкФ ±20% 16 В 1 А)'	3	1	'проходной конденсатор'
'GRM15XR71H102K (0402 X7R 1000 пФ ±10% 50 В)'	2	1	'конденсатор'
'GRM32ER71A476M (1210 X7R 47 мкФ ±20% 10 В)'	2	1	'конденсатор'
'GRM31CR60J107M (1206 X5R 100 мкФ ±20% 6,3 В)'	2	1	'конденсатор'
'SSM1-402E-10T (4000 пФ ±25% 100 В 10 А)'	2	1	'конденсатор'
'ADuM6401CRWZ'	24	1	'микросхема'
'LTC2854HDD#PBF'	48	1	'микросхема'
'10M16SAU169I7G'	800	1	'микросхема'
'LTM4622EV'	64	1	'микросхема'
'GXO-U108L/I 60 МГц'	6	1	'кварц'
'CDDFN6-0504P'	6	1	'диод'
'SF-1206F700'	6	1	'диод'
'RC0402FR-07390RL (0402 390 Ом ±1% 50 В)'	2	1	'резистор'
'RC0402FR-0713K3L (0402 13,3 кОм ±1% 50 В)'	2	1	'резистор'
'RC0402FR-0719K1L (0402 19,1 кОм ±1% 50 В)'	2	1	'резистор'
'RC0402JR-07100RL (0402 100 Ом ±5% 50 В)'	2	1	'резистор'
'APHHS1005LQBC/D-V'	2	1	'светодиод'
'P4SMAJ5.0A'	2	1	'диод'
'DBPC102A054-130'	16	2	'разъем'
'SEAM-40-03.0-L-10-2-A-K-TR'	400	1	'разъем'
'BLM15PD300SN1 (0402 30 Ом ±25% 2200 мА)'	3	1	'фильтр'
'PLD-10 (шаг 2,54)'	10	2	'разъем'
